policyNumber,policyTitle,uriPolicyId,ombPolicyId,policyType,policyIssuanceYear,policySunset,reqId,issuingBody,policySection,policySubSection,reqText,verb,Impacted Entity,reqDeadline,citation,Acquisition/Contracts (Keywords),Human Capital (Keywords),Cloud (Keywords),Data Centers (Keywords),Cybersecurity (Keywords),Privacy (Keywords),Shared Services (Keywords),IT Project Management (Keywords),Software (Keywords),Digital Services (Keywords),Mobile (Keywords),Hardware/Government Furnished Equipment (GFE) (Keywords),"IT Transparency (Open Data, FOIA, Public Records, etc.) (Keywords)",Agency Statistics (Keywords),Customer Services (Keywords),Governance (Keywords),Financial Systems (Keywords),Budget (Keywords),Governance - Org Structure (Keywords),Governance - Implementation (Keywords),Data Management/Standards (Keywords),Definitions (Keywords),Reporting (Keywords),Other (Keywords)
1,25 Point Implementation Plan To Reform Federal Information Technology Management,https://www.whitehouse.gov/sites/default/files/omb/assets/egov_docs/25-point-implementation-plan-to-reform-federal-it.pdf,NA,Strategy,12/9/2010,NA,1.42,"Office of the Federal Chief Information Officer, OMB",C2. Align the Budget Process with the Technology Cycle,18. Develop supporting materials and guidance for flexible IT budget models,"[ref. Req. 1.41] Agencies will follow these guidelines and institute additional review processes for multi-year funds and portfolio funding to prevent mismanagement of increased funding flexibility (e.g., masking program delays or overruns).",Will,All CFO-Act Agencies,NA,NA,,,,,,,,,,,,,,,,,,x,,,,,,
1,25 Point Implementation Plan To Reform Federal Information Technology Management,https://www.whitehouse.gov/sites/default/files/omb/assets/egov_docs/25-point-implementation-plan-to-reform-federal-it.pdf,NA,Strategy,12/9/2010,NA,1.43,"Office of the Federal Chief Information Officer, OMB",C2. Align the Budget Process with the Technology Cycle,19. Work with Congress to scale flexible IT budget models more broadly,"Within 12 months, OMB will engage several agencies to work with Congress to launch flexible IT budget models where appropriate.",Will,OMB,12/10/2011,NA,,,,,,,,,,,,,,,,,,x,,,,,,
1,25 Point Implementation Plan To Reform Federal Information Technology Management,https://www.whitehouse.gov/sites/default/files/omb/assets/egov_docs/25-point-implementation-plan-to-reform-federal-it.pdf,NA,Strategy,12/9/2010,NA,1.44,"Office of the Federal Chief Information Officer, OMB",C2. Align the Budget Process with the Technology Cycle,20. Work with Congress to consolidate commodity IT spending under Agency CIO,"Within the next six months, OMB will work with Congress to develop a workable funding model for “commodity” IT services. These funding models will be applicable to both inter-agency IT services and intra-agency IT services.",Will,OMB,6/8/2011,NA,,,,,,,,,,,,,,,,,,x,,,,,,Commodity IT
1,25 Point Implementation Plan To Reform Federal Information Technology Management,https://www.whitehouse.gov/sites/default/files/omb/assets/egov_docs/25-point-implementation-plan-to-reform-federal-it.pdf,NA,Strategy,12/9/2010,NA,1.45,"Office of the Federal Chief Information Officer, OMB",C2. Align the Budget Process with the Technology Cycle,20. Work with Congress to consolidate commodity IT spending under Agency CIO,"[ref. Req. 1.44] On an annual basis, the Agency CIOs and the Federal CIO Council will identify “commodity” services to be included in this funding model as they are migrated towards shared services.",Will,All CFO-Act Agencies; Federal CIO Council,6/8/2011,NA,,,,,,,,,,,,,,,,,,x,,,,,,Commodity IT
1,25 Point Implementation Plan To Reform Federal Information Technology Management,https://www.whitehouse.gov/sites/default/files/omb/assets/egov_docs/25-point-implementation-plan-to-reform-federal-it.pdf,NA,Strategy,12/9/2010,NA,1.46,"Office of the Federal Chief Information Officer, OMB",D. Streamline Governance and Improve Accountability,21.1. Revamp IT Budget Submissions,"By May of 2011, OMB will reconstruct the 300s and 53s […] The timing of these elements will be separated into distinct streams to clarify objectives, give agencies adequate time to assemble strong responses, and improve data quality. These streams will include:
• Budget justification for new major Development, Modernization and Enhancement (DME) investments, significant re-engineering of existing DME investments, and annual re-justification of DME investments.
• Health monitoring of existing DME investments and Operations and Maintenance (O&M)
• Portfolio governance to ensure the IT portfolio and individual projects are consistent with the agency mission and Federal policy objectives",Will,OMB,5/2011,NA,,,,,,,,,,,,,,,,x,,,,,,,x,
1,25 Point Implementation Plan To Reform Federal Information Technology Management,https://www.whitehouse.gov/sites/default/files/omb/assets/egov_docs/25-point-implementation-plan-to-reform-federal-it.pdf,NA,Strategy,12/9/2010,NA,1.47,"Office of the Federal Chief Information Officer, OMB",D. Streamline Governance and Improve Accountability,21.1. Revamp IT Budget Submissions,"Importantly, OMB and agencies must evaluate the way in which IT programs are reviewed so that budget approval for large IT programs is tied to key implementation steps rather than seemingly upfront, wholesale approval of massive programs.  OMB will evaluate ways to ensure agencies can demonstrate strong performance in earlier modules in order to receive approval for funding of subsequent modules.",Must; Will,OMB; All CFO-Act Agencies,NA,NA,,,,,x,x,,,,,,,,x,,,,x,,,,,,
1,25 Point Implementation Plan To Reform Federal Information Technology Management,https://www.whitehouse.gov/sites/default/files/omb/assets/egov_docs/25-point-implementation-plan-to-reform-federal-it.pdf,NA,Strategy,12/9/2010,NA,1.48,"Office of the Federal Chief Information Officer, OMB",D. Streamline Governance and Improve Accountability,21. Reform and strengthen Investment Review Boards,"By March 2011, OMB will work with Agency CIOs and other agency leaders to stand up the “TechStat” model at the departmental level. Steps include
• OMB will assist agencies in designing tools and enforcing their use, to provide the transparency required for the “TechStat” model to be effective.
• OMB analysts will provide in-person training to Agency CIOs in “TechStat” methodology including accountability guidelines, engagement cadence, evaluation processes, and reporting processes.
• Agency leaders will lead, sponsor, and manage the process within their departments.",Will,OMB; Agency CIOs,3/1/2011,NA,,,,,,,,,,,,,x,x,,x,,,,,,,,
1,25 Point Implementation Plan To Reform Federal Information Technology Management,https://www.whitehouse.gov/sites/default/files/omb/assets/egov_docs/25-point-implementation-plan-to-reform-federal-it.pdf,NA,Strategy,12/9/2010,NA,1.49,"Office of the Federal Chief Information Officer, OMB",D. Streamline Governance and Improve Accountability,22. Redefine role of Agency CIOs and Federal CIO Council,"Agency CIOs will be responsible for managing the portfolio of large IT projects within their agencies. This portfolio management role will include continuously identifying unmet needs to be addressed by new projects, terminating or turning around poorly performing projects, and retiring IT investments which no longer meet the needs of the organization. Steps will include:
• As described above, Agency CIOs will take on responsibility for the “TechStat” governance process within their agencies as of March 2011.",Will,Agency CIOs,4/2011,NA,,,,,,,,,,,,,,,,,,,,x,,,x,
1,25 Point Implementation Plan To Reform Federal Information Technology Management,https://www.whitehouse.gov/sites/default/files/omb/assets/egov_docs/25-point-implementation-plan-to-reform-federal-it.pdf,NA,Strategy,12/9/2010,NA,1.50,"Office of the Federal Chief Information Officer, OMB",D. Streamline Governance and Improve Accountability,22. Redefine role of Agency CIOs and Federal CIO Council,"Agencies will turnaround or terminate at least one-third of poorly performing projects in their portfolio within the next 18 months. The Federal CIO Council will play a similar portfolio management role, but at a cross-agency level. Within six months, the Federal CIO Council will periodically review the highest priority “TechStat” findings assembled by the Agency CIOs.",Will,Agency CIOs; Federal CIO Council,6/2/2012,NA,,,,,,,,,,,,,,,,x,,,,,,,,
1,25 Point Implementation Plan To Reform Federal Information Technology Management,https://www.whitehouse.gov/sites/default/files/omb/assets/egov_docs/25-point-implementation-plan-to-reform-federal-it.pdf,NA,Strategy,12/9/2010,NA,1.51,"Office of the Federal Chief Information Officer, OMB",D. Streamline Governance and Improve Accountability,23. Rollout “TechStat” model at bureau-level,"Once cemented at the agency level, the ""TechStat"" model will be deployed at the bureau-level to ensure the effective management of large programs. Within 18 months, Agency CIOs, in collaboration with other agency leaders, will be responsible for deploying the tools and training necessary to ensure rollout has been completed.",Will; Will be,All CFO-Act Agencies,12/5/2011,NA,,,,,,,,,,,,,x,x,,x,,,,,,,,
1,25 Point Implementation Plan To Reform Federal Information Technology Management,https://www.whitehouse.gov/sites/default/files/omb/assets/egov_docs/25-point-implementation-plan-to-reform-federal-it.pdf,NA,Strategy,12/9/2010,NA,1.52,"Office of the Federal Chief Information Officer, OMB",E. Increase Engagement with Industry,24. Launch “myth-busters” education campaign,"OFPP will identify the major myths that most significantly hinder requirements definition and the development of effective acquisition planning and execution. In January 2011, OFPP will issue a memorandum identifying these myths and the related facts and strategies to improve constructive engagement. This effort will be supported through discussions and other outreach efforts with key stakeholders in early 2011 including, but not limited to:
• Professional associations and other industry representatives.
• Federal stakeholders including program managers, contracting professionals, agency attorneys, and ethics officials.",Will,OFPP,1/1/2011,NA,x,,,,,,,,,,,,,,,,,,,,,,,
1,25 Point Implementation Plan To Reform Federal Information Technology Management,https://www.whitehouse.gov/sites/default/files/omb/assets/egov_docs/25-point-implementation-plan-to-reform-federal-it.pdf,NA,Strategy,12/9/2010,NA,1.53,"Office of the Federal Chief Information Officer, OMB",E. Increase Engagement with Industry,24. Launch “myth-busters” education campaign,"Throughout 2011, the Federal Acquisition Institute (FAI) and OFPP will conduct a “myth-buster” awareness campaign to eliminate artificial private sector engagement barriers. Steps will include at least the following:
• Launch an online community of practice within the next six months using technologies such as video channels to provide a Q&A forum, celebrate successes, and share “myths” and potential “myth-busters”
• Conduct FAI webinar for the acquisition workforce hosted by OFPP by late January 2011
• Create mandatory, continuous learning program through the FAI website
• Present at conferences such as the GSA Expo, the National Contract Management Association (NCMA) World Conference, and NCMA Government Contract Management Conference throughout 2011.",Will,"OFPP,; FAI",12/31/2011,NA,x,,,,,,,,,,,,,,,,,,,,,,,
1,25 Point Implementation Plan To Reform Federal Information Technology Management,https://www.whitehouse.gov/sites/default/files/omb/assets/egov_docs/25-point-implementation-plan-to-reform-federal-it.pdf,NA,Strategy,12/9/2010,NA,1.54,"Office of the Federal Chief Information Officer, OMB",E. Increase Engagement with Industry,25. Launch interactive platform for pre-RFP agency-industry collaboration,"Inexpensive, efficient solutions such as these should be made available to all agencies to effectively tap the understanding of industry partners, especially in the period prior to issuing a Request for Proposal (RFP). Within the next six months, GSA will launch a government-wide, online, interactive platform for this purpose.",Should be; Will,GSA,6/8/2011,NA,x,,,,,,x,,,,,,,,,,,,,,,,,
